"","data.INSTNM","data.TUITFTE","value"
"4795","Windham Memorial Hospital-Radiologic Technology Program","7443",0.156574394463668
"4796","Bethel Seminary of the East","12914",0.0612582781456954
"4797","Miami-Jacobs Career College","11590",0.237931034482759
"4798","Miami-Jacobs Career College-Columbus","13421",0.237931034482759
"4799","Bryant & Stratton College-Eastlake","12950",0.121495327102804
"4800","Hamrick School","13439",0.227291753871913
"4801","Alabama State College of Barber Styling","1338",4.2755905511811
"4802","Fortis College-Mobile","2766",0.127086007702182
"4803","Arkansas Beauty School","2872",0.0813397129186603
"4804","Everest College-Ontario","13705",0.422680412371134
"4805","Heald College-Stockton","9518",0.549450549450549
"4806","Heald College-Hayward","9905",0.156416097190585
"4807","Modern Technology School","8542",0.0755454249430153
"4808","National Career Education","8637",0.199626865671642
"4809","Everest College-Anaheim","12450",0.243697478991597
"4810","Thuy Princess Beauty College","6654",0.415644171779141
"4811","North-West College-Glendale","4123",0.141176470588235
"4812","Everest College-City of Industry","11517",0.455197132616487
"4813","Fremont College","6931",0.100541842263697
"4814","Pomona Unified School District Adult and Career Education","126",0.102439024390244
"4815","University of Phoenix-Online Campus","8439",0.181445412608918
"4816","University of Phoenix-San Diego Campus","9190",0.181445412608918
"4817","Universal College of Beauty Inc-Los Angeles 2","5261",0.0228452751817238
"4818","IBMC College","17011",0.0702020202020202
"4819","Xenon International Academy-Denver","10051",0.0358373535492764
"4820","Academy of Cosmetology","5326",0.42962962962963
"4821","Everest Institute-Fort Lauderdale","13289",0.229787234042553
"4822","ITT Technical Institute-Lake Mary","17682",0.110485933503836
"4823","Sunstate Academy","13874",0.0190930787589499
"4824","Heritage Institute-Jacksonville","5968",0.0610647181628392
"4825","Fortis College-Smyrna","7331",0.105742296918768
"4826","Remington College-Honolulu Campus","12903",0.136032388663968
"4827","Vatterott College-Des Moines","7559",0.424528301886792
"4828","Brown Mackie College-Quad Cities","3830",0.152956298200514
"4829","Environmental Technical Institute","10540",0.115280289330922
"4830","Pivot Point Academy-Bloomingdale","9384",0.0392156862745098
"4831","Xenon International Academy","6626",0.0216353802099905
"4832","Baton Rouge College","6769",0.192377495462795
"4833","Diesel Driving Academy-Baton Rouge","8118",0.424882629107981
"4834","Jonesville Beauty School","2814",0.274381000505306
"4835","New England Hair Academy","7897",0.0962566844919786
"4836","Rob Roy Academy-Worcester","6398",0.200647249190939
"4837","Upper Cape Cod Regional Technical School","9294",0.192416725726435
"4838","All-State Career-Baltimore","9597",0.564356435643564
"4839","New England School of Communications","9888",0.0347581023954908
"4840","Everest Institute-Kalamazoo","10737",0.208416833667335
"4841","Adler Graduate School","16196",0.104082806210466
"4842","Lebanon Technology and Career Center","7073",0.238053485313459
"4843","Final Touch Beauty School","1668",0.154981549815498
"4844","Academy of Hair Design-Jackson","9035",0.179190751445087
"4845","Mitchells Hairstyling Academy-Goldsboro","13139",0.104082806210466
"4846","Lincoln Technical Institute-Moorestown","22171",0.152478952291862
"4847","Monmouth County Vocational School District","3444",0.0802505966587112
"4848","Brightwood College-Las Vegas","704",0.0902483343428225
"4849","Beauty School of Middletown","5197",0.0303571428571429
"4850","Bryant & Stratton College-Southtowns","10414",0.121495327102804
"4851","Continental School of Beauty Culture-Olean","6143",0.0466853408029879
"4852","National Tractor Trailer School Inc-Buffalo","10488",0.164225134926754
"4853","Yeshiva Gedolah Imrei Yosef D'spinka","4404",0.00930121631290246
"4854","Cleveland Institute of Dental-Medical Assistants-Mentor","2269",0.135788262370541
"4855","Cleveland Institute of Dental-Medical Assistants-Lyndhurst","1545",0.135788262370541
"4856","Knox County Career Center","6395",0.0887918486171761
"4857","Madison Adult Career Center","6494",0.546827794561934
"4858","Remington College-Cleveland Campus","10978",0.329931972789116
"4859","Brown Mackie College-Findlay","4319",0.244318181818182
"4860","Toledo Academy of Beauty Culture-East","3367",0.0375722543352601
"4861","Toledo Academy of Beauty Culture-South","1469",0.0122830961201014
"4862","U S Grant Joint Vocational School","3715",0.37140902872777
"4863","CC's Cosmetology College","2782",0.010717230008244
"4864","Chisholm Trail Technology Center","1416",0.566805845511482
"4865","Gordon Cooper Technology Center","602",1.16374269005848
"4866","Kiamichi Technology Center-Atoka","2267",0.165094339622642
"4867","Kiamichi Technology Center-Durant","1169",0.165094339622642
"4868","Kiamichi Technology Center-Hugo","1012",0.165094339622642
"4869","Kiamichi Technology Center-McAlester","1980",0.165094339622642
"4870","Kiamichi Technology Center-Idabel","812",0.165094339622642
"4871","Kiamichi Technology Center-Poteau","843",0.165094339622642
"4872","Kiamichi Technology Center-Spiro","1770",0.165094339622642
"4873","Kiamichi Technology Center-Talihina","2046",0.165094339622642
"4874","4-States Okmulgee Academy of Cosmetology","169",0.46603611349957
"4875","Le Cordon Bleu College of Culinary Arts-Portland","11616",0.0623100303951368
"4876","YTI Career Institute-Altoona","15178",0.0817901234567901
"4877","DPT Business School","2179",0.0263501174015132
"4878","Eastern Center for Arts and Technology","6928",0.129800063471914
"4879","Empire Beauty School-Center City Philadelphia","6369",0.0125772756341931
"4880","Oakbridge Academy of Arts","9902",0.0214024218529992
"4881","Sanford-Brown Institute","8072",0.218637992831541
"4882","Centro de Estudios Multidisciplinarios-Humacao","3576",69
"4883","Colegio Mayor de Tecnologia Inc","940",44
"4884","Institucion Chaviano de Mayaguez","6188",543
"4885","EDIC College","4994",72
"4886","Liceo de Arte-Dise-O y Comercio","4373",26
"4887","Universal Technology College of Puerto Rico","134",55
"4888","Academy of Hair Technology","5858",0.0236382322713258
"4889","Mr Wayne's School of Unisex Hair Design","4353",0.232051282051282
"4890","The Center for Cosmetology Education","3914",0.347107438016529
"4891","Queen City College","3422",0.45398773006135
"4892","College of the Marshall Islands","675",543
"4893","Lighthouse Career Institute","5157",0.115761935905821
"4894","American National College","4650",0.453488372093023
"4895","ITT Technical Institute-San Antonio","19660",0.10990990990991
"4896","Remington College-Fort Worth Campus","10455",0.126511627906977
"4897","University of Cosmetology Arts & Sciences-San Antonio Jamar","3945",0.288659793814433
"4898","School of Automotive Machinists","18440",0.0804891922639363
"4899","SW School of Business and Technical Careers-Cosmetology","156",5.83870967741935
"4900","SW School of Business and Technical Careers","229",0.147859922178988
"4901","Texas College of Cosmetology-Abilene","3905",0.0332764505119454
"4902","Vista College-Online","8099",0.0845803513337671
"4903","Heritage Institute","9212",0.0479582146248813
"4904","Centura College-Newport News","12780",0.0221617418351477
"4905","Centura College-Norfolk","10302",0.0221617418351477
"4906","Virginia Beach City Public Schools School of Practical Nursing","1006",0.240584847142224
"4907","Northwest College of Art & Design","21694",0.0282370897990333
"4908","University of Washington-Bothell Campus","4362",0.0821952453211937
"4909","University of Washington-Tacoma Campus","5024",0.0821952453211937
"4910","Aurora St. Luke's Medical Center-School of Diagnostic Medical Sonography","1425",0.14304531085353
"4911","Huntington School of Beauty Culture-Main Campus","3157",1.34164588528678
"4912","Valley College-Beckley","3327",0.283076923076923
"4913","Valley College-Martinsburg","2817",0.0942835931700074
"4914","Valley College-Princeton","1525",0.174603174603175
"4915","Bellus Academy-Poway","8019",0.0386001029336078
"4916","Capstone College","5814",0.211717709720373
"4917","Central Coast College","8288",0.166095890410959
"4918","ITT Technical Institute-Torrance","16156",0.152116402116402
"4919","Pacific College of Oriental Medicine-San Diego","8148",0.315514235909355
"4920","Artistic Nails and Beauty Academy-Tampa","5836",1.12190082644628
"4921","National Aviation Academy of Tampa Bay","11352",0.123619371282923
"4922","Sanford-Brown Institute","5181",0.163366336633663
"4923","Cain's Barber College Inc","1449",0.0275601188867874
"4924","Lawton Career Institute","449",0.00701344243132671
"4925","Madison Oneida BOCES-Practical Nursing Program","843",0.136758893280632
"4926","Center for Advanced Legal Studies","5321",0.0984380675626589
"4927","Houston Training School-Main Campus","3040",0.722222222222222
"4928","Remington College-Houston Campus","10791",0.210122699386503
"4929","Bay Mills Community College","897",0.132530120481928
"4930","Fond du Lac Tribal and Community College","1900",0.070058009817046
"4931","Northwest Indian College","1928",0.768211920529801
"4932","Marinello Schools of Beauty-Provo","8542",0.00781527531083481
"4933","Marinello Schools of Beauty","24681",0.0147664835164835
"4934","Provo College","11064",0.0409141172134169
"4935","Marinello Schools of Beauty","3794",0.0147475893363585
"4936","Paul Mitchell the School-Provo","5832",0.0306888671237349
"4937","University of Phoenix-Utah","8235",0.181445412608918
"4938","Utah College of Massage Therapy-Salt Lake City","80933",0.0477568740955137
"4939","CET-Coachella","2717",0.594594594594595
"4940","CET-Oxnard","4387",0.594594594594595
"4941","CET-Santa Maria","4016",0.594594594594595
"4942","CET-Rancho Temecula","5650",0.594594594594595
"4943","Colorado School of Traditional Chinese Medicine","7383",0.104082806210466
"4944","Massage Therapy Institute of Colorado","10645",0.203599550056243
"4945","Michigan College of Beauty-Troy","5846",0.0404580152671756
"4946","Ogle School Hair Skin Nails-Dallas","4265",0.0458817025981205
"4947","Phoenix Seminary","9921",0.103911042944785
"4948","Faust Institute of Cosmetology-Spirit Lake","6816",0.330493000608643
"4949","Seattle Vocational Institute","2248",0.810679611650485
"4950","Baker College of Port Huron","7680",0.0575506445672192
"4951","Empire Beauty School-Hyannis","6002",0.0851272015655577
"4952","Brookstone College-Greensboro","6561",0.0869272237196766
"4953","Cheeks International Academy of Beauty Culture-Fort Collins","2874",0.0643356643356643
"4954","Cheeks International Academy of Beauty Culture-Greeley","3812",0.0643356643356643
"4955","Colorado School of Healing Arts","10053",0.0542043085476025
"4956","Remington College-Colorado Springs Campus","11551",0.0759426447158789
"4957","Empire Beauty School-Arvada","7279",0.055286800276434
"4958","Westwood College-Aurora Campus","27046",0.0864933958244568
"4959","Kaplan College-Denver","1318",0.108779679734953
"4960","ITT Technical Institute-San Bernardino","17075",0.138373751783167
"4961","Los Angeles ORT College-Van Nuys Campus","7174",81
"4962","Texas School of Business-Southwest Inc","2048",0.214421252371917
"4963","University of Phoenix-Puerto Rico","5353",0.181445412608918
"4964","Mt. Diablo Adult Education-Mt. Diablo USD","6256",1.0507614213198
"4965","Royale College of Beauty","1230",0.0347997373604728
"4966","Westech College","6059",0.0283409635927622
"4967","Ascension College","4808",0.127744510978044
"4968","Greater Lowell Technical School","NULL",0.102529960053262
"4969","Academy of Hair Design-Pearl","4687",0.0852090032154341
"4970","King's College","9626",0.0529369108049311
"4971","Miller-Motte Technical College-Clarksville","11064",0.0979519145146928
"4972","Genesis Career College-Lebanon","19",0.030664395229983
"4973","Brightwood College-Dallas","918",0.152888888888889
"4974","Star College of Cosmetology 2","3089",0.0282948622486969
"4975","Southwest Collegiate Institute for the Deaf","5646",0.0673742501153669
"4976","Fortis College-Richmond","9257",0.075682382133995
"4977","Midwest College of Oriental Medicine-Racine","9672",0.150791446820328
"4978","Hacienda La Puente Adult Education","180",0.116527942925089
"4979","La Belle Beauty Academy","4514",0.0118737329858094
"4980","Advanced Technical Centers","0",0.104082806210466
